OrderID,DateKey,CustomerID,ProductID,RepID,Quantity,Discount,SalesAmount,CostAmount,Profit,Region
102584,20230624,186,1001,11,1,0.1,486.77,294.14,192.63,Asia Pacific
102585,20230123,36,1089,4,4,0.2,1708.58,1500.04,208.54,North America
102586,20230823,148,1009,5,9,0.0,2469.06,1580.58,888.48,North America
102587,20251102,135,1075,11,2,0.15,1162.2,902.15,260.05,Asia Pacific
102588,20250717,228,1076,2,4,0.1,483.5,308.66,174.84,North America
102589,20240606,196,1006,11,1,0.0,557.48,373.87,183.61,Asia Pacific
102590,20240306,148,1032,4,3,0.05,662.02,389.66,272.36,North America
102591,20250303,185,1081,10,4,0.0,2256.25,1265.99,990.26,Europe
102592,20240616,4,1098,12,3,0.1,1859.25,980.28,878.97,Asia Pacific
102593,20250905,33,1056,4,4,0.05,3555.77,1846.26,1709.51,North America
102594,20250320,243,1037,12,3,0.2,1654.51,1057.26,597.25,Asia Pacific
102595,20250701,109,1035,15,1,0.2,454.83,384.45,70.38,Asia Pacific
102596,20250520,165,1010,14,3,0.0,1308.14,917.65,390.49,Asia Pacific
102597,20240623,25,1064,10,3,0.15,38.96,26.04,12.92,Europe
102598,20251020,128,1029,14,7,0.1,284.43,198.42,86.01,Asia Pacific
102599,20230815,52,1085,10,3,0.2,860.4,817.92,42.48,Europe
102600,20250522,145,1032,4,1,0.2,205.74,143.8,61.94,North America
102601,20250610,175,1027,3,2,0.0,1273.78,598.1,675.68,North America
102602,20251102,145,1004,4,2,0.0,1164.78,601.25,563.53,North America
102603,20230729,245,1085,12,6,0.0,2151.0,1635.84,515.16,Asia Pacific
102604,20250110,124,1011,2,6,0.05,1386.88,895.78,491.1,North America
102605,20240201,167,1068,9,1,0.0,454.41,235.11,219.3,Europe
102606,20230131,211,1040,11,2,0.0,1287.52,691.86,595.66,Asia Pacific
102607,20250616,188,1023,1,3,0.1,758.46,476.64,281.82,North America
102608,20241010,117,1058,6,2,0.0,1060.26,722.29,337.97,Europe
102609,20231125,60,1036,10,1,0.15,12.41,7.18,5.23,Europe
102610,20250809,91,1060,14,3,0.2,2030.73,1205.06,825.67,Asia Pacific
102611,20240912,10,1070,8,3,0.15,1679.33,1294.17,385.16,Europe
102612,20230611,182,1094,8,3,0.0,975.3,642.63,332.67,Europe
102613,20250214,156,1023,4,1,0.0,280.91,158.88,122.03,North America
102614,20231001,53,1063,1,4,0.0,2722.96,1312.48,1410.48,North America
102615,20251023,27,1083,8,3,0.2,575.35,489.96,85.39,Europe
102616,20251117,113,1048,15,5,0.15,1877.7,1311.18,566.52,Asia Pacific
102617,20231122,149,1041,2,4,0.05,699.85,542.8,157.05,North America
102618,20250728,185,1060,9,3,0.2,2030.73,1205.06,825.67,Europe
102619,20240623,46,1064,10,1,0.15,12.99,8.68,4.31,Europe
102620,20240502,126,1071,13,5,0.15,1505.92,1127.9,378.02,Asia Pacific
102621,20250401,231,1009,10,4,0.0,1360.73,871.08,489.65,Europe
102622,20251224,10,1053,7,1,0.0,410.27,207.2,203.07,Europe
102623,20231222,117,1049,9,4,0.0,84.04,60.16,23.88,Europe
102624,20230823,119,1056,10,2,0.1,1358.32,744.46,613.86,Europe
102625,20230815,189,1052,12,10,0.0,5540.9,3634.9,1906.0,Asia Pacific
102626,20230218,34,1006,11,1,0.05,472.86,333.81,139.05,Asia Pacific
102627,20230428,127,1031,15,3,0.05,1535.49,997.05,538.44,Asia Pacific
102628,20230223,157,1036,14,5,0.0,73.0,35.9,37.1,Asia Pacific
102629,20240718,62,1045,7,2,0.0,227.25,117.02,110.23,Europe
102630,20251203,1,1021,12,8,0.15,331.88,184.31,147.57,Asia Pacific
102631,20230222,129,1035,12,1,0.0,458.5,310.04,148.46,Asia Pacific
102632,20240711,139,1084,14,1,0.0,43.31,23.64,19.67,Asia Pacific
102633,20250517,202,1098,11,4,0.0,3049.56,1447.08,1602.48,Asia Pacific
102634,20240202,79,1059,8,3,0.0,2144.99,1201.4,943.59,Europe
102635,20241105,102,1010,15,1,0.2,315.08,276.28,38.8,Asia Pacific
102636,20240122,88,1005,15,4,0.1,115.03,58.82,56.21,Asia Pacific
102637,20230421,204,1051,8,1,0.05,215.69,129.17,86.52,Europe
102638,20240905,229,1017,14,4,0.15,2983.53,1731.16,1252.37,Asia Pacific
102639,20230117,181,1037,9,1,0.0,555.95,284.21,271.74,Europe
102640,20250602,169,1076,13,1,0.05,127.59,77.17,50.42,Asia Pacific
102641,20240624,187,1064,13,5,0.15,64.93,43.4,21.53,Asia Pacific
102642,20230620,127,1090,13,2,0.0,391.82,279.44,112.38,Asia Pacific
102643,20240213,59,1020,10,1,0.1,93.63,59.6,34.03,Europe
102644,20250109,125,1034,7,5,0.0,467.36,213.59,253.77,Europe
102645,20250507,106,1061,2,3,0.1,611.78,485.87,125.91,North America
102646,20230818,85,1056,7,1,0.0,754.62,372.23,382.39,Europe
102647,20230429,58,1050,14,1,0.15,27.71,17.41,10.3,Asia Pacific
102648,20250222,64,1044,8,2,0.2,1216.49,881.52,334.97,Europe
102649,20240409,126,1062,11,2,0.05,340.63,212.87,127.76,Asia Pacific
102650,20230414,152,1088,8,2,0.0,916.06,555.84,360.22,Europe
102651,20241128,194,1055,9,4,0.1,696.0,535.14,160.86,Europe
102652,20230624,194,1047,7,1,0.1,485.96,309.53,176.43,Europe
102653,20250114,237,1087,10,1,0.0,469.43,322.2,147.23,Europe
102654,20241026,181,1058,6,1,0.05,503.62,361.14,142.48,Europe
102655,20230202,58,1029,12,5,0.15,154.74,114.3,40.44,Asia Pacific
102656,20230224,179,1040,8,4,0.0,2575.04,1383.72,1191.32,Europe
102657,20240602,244,1055,8,1,0.0,193.33,133.78,59.55,Europe
102658,20250125,66,1056,10,2,0.0,1871.46,923.13,948.33,Europe
102659,20230112,178,1078,7,3,0.0,1611.15,811.47,799.68,Europe
102660,20241220,148,1025,1,2,0.2,1388.91,869.1,519.81,North America
102661,20240708,190,1060,10,5,0.0,3821.27,1814.06,2007.21,Europe
102662,20240108,48,1057,13,1,0.2,476.58,285.81,190.77,Asia Pacific
102663,20240428,89,1008,1,6,0.05,1416.29,841.21,575.08,North America
102664,20250830,170,1002,3,1,0.15,101.15,82.62,18.53,North America
102665,20240914,218,1074,2,6,0.2,211.17,170.22,40.95,North America
102666,20231103,231,1044,8,7,0.15,3648.24,2488.15,1160.09,Europe
102667,20240401,21,1065,7,7,0.0,1997.63,1331.86,665.77,Europe
102668,20230609,97,1096,13,6,0.0,4046.28,2164.02,1882.26,Asia Pacific
102669,20231127,93,1081,3,5,0.05,2160.73,1276.2,884.53,North America
102670,20250214,102,1030,11,3,0.0,910.66,589.73,320.93,Asia Pacific
102671,20230813,208,1047,5,3,0.0,1619.85,928.59,691.26,North America
102672,20250909,13,1079,2,4,0.0,958.92,490.4,468.52,North America
102673,20241229,169,1061,11,2,0.0,409.32,292.57,116.75,Asia Pacific
102674,20251204,184,1022,9,1,0.0,252.12,132.95,119.17,Europe
102675,20251218,72,1083,11,2,0.2,383.57,326.64,56.93,Asia Pacific
102676,20241005,103,1086,8,3,0.2,837.9,696.46,141.44,Europe
102677,20240907,124,1063,1,1,0.1,686.19,367.49,318.7,North America
102678,20230714,185,1061,8,5,0.0,913.65,653.05,260.6,Europe
102679,20240503,1,1056,15,2,0.0,1690.35,833.8,856.55,Asia Pacific
102680,20230606,192,1013,14,4,0.0,591.4,335.48,255.92,Asia Pacific
102681,20240901,174,1087,10,3,0.0,1272.0,873.06,398.94,Europe
102682,20240216,64,1025,9,1,0.05,824.66,434.55,390.11,Europe
102683,20240415,153,1027,15,3,0.05,1639.48,810.33,829.15,Asia Pacific
102684,20240530,61,1094,3,4,0.0,1456.45,959.66,496.79,North America
102685,20240128,30,1028,2,3,0.05,188.26,134.23,54.03,North America
102686,20240922,161,1038,2,1,0.0,473.96,346.81,127.15,North America
102687,20240830,16,1047,15,2,0.1,1088.54,693.35,395.19,Asia Pacific
102688,20250906,60,1065,9,3,0.0,947.86,631.95,315.91,Europe
102689,20240309,76,1069,13,1,0.2,289.6,166.47,123.13,Asia Pacific
102690,20240623,58,1046,14,2,0.0,1235.34,684.34,551.0,Asia Pacific
102691,20231005,214,1029,10,3,0.05,103.77,68.58,35.19,Europe
102692,20230821,23,1015,8,1,0.0,356.07,244.98,111.09,Europe
102693,20231228,212,1077,8,5,0.05,2843.02,1971.65,871.37,Europe
102694,20230126,191,1013,7,1,0.0,147.85,83.87,63.98,Europe
102695,20251114,12,1011,7,7,0.2,1362.55,1045.07,317.48,Europe
102696,20240521,247,1053,2,6,0.0,2223.38,1122.91,1100.47,North America
102697,20230924,214,1045,6,1,0.0,101.45,52.24,49.21,Europe
102698,20240405,199,1084,9,4,0.0,173.24,94.57,78.67,Europe
102699,20240331,165,1043,14,4,0.2,1968.98,1313.49,655.49,Asia Pacific
102700,20251227,33,1084,4,4,0.15,163.03,104.71,58.32,North America
102701,20251003,48,1098,13,1,0.0,762.39,361.77,400.62,Asia Pacific
102702,20250512,148,1000,4,4,0.2,1308.17,758.58,549.59,North America
102703,20240505,114,1012,9,3,0.15,1061.09,622.1,438.99,Europe
102704,20251208,97,1023,12,1,0.15,238.77,158.88,79.89,Asia Pacific
102705,20240717,240,1055,4,1,0.1,174.0,133.78,40.22,North America
102706,20230804,12,1032,8,2,0.0,414.8,231.94,182.86,Europe
102707,20240712,159,1010,11,3,0.0,1181.54,828.84,352.7,Asia Pacific
102708,20230608,151,1025,14,2,0.2,1240.1,775.98,464.12,Asia Pacific
102709,20240503,218,1079,3,2,0.2,346.45,221.47,124.98,North America
102710,20241116,211,1064,12,1,0.0,15.28,8.68,6.6,Asia Pacific
102711,20250304,121,1080,13,4,0.0,1393.12,745.34,647.78,Asia Pacific
102712,20230105,4,1044,14,1,0.0,613.15,355.45,257.7,Asia Pacific
102713,20231227,27,1017,9,2,0.15,1331.93,772.84,559.09,Europe
102714,20240403,50,1022,12,2,0.0,455.44,240.17,215.27,Asia Pacific
102715,20230905,36,1007,1,3,0.0,337.65,230.46,107.19,North America
102716,20250803,57,1021,13,1,0.05,46.37,23.04,23.33,Asia Pacific
102717,20240226,233,1005,14,1,0.1,28.76,14.71,14.05,Asia Pacific
102718,20230115,217,1001,3,1,0.0,540.86,294.14,246.72,North America
102719,20250105,188,1034,1,2,0.15,158.9,85.44,73.46,North America
102720,20231004,108,1075,12,3,0.0,1653.99,1091.31,562.68,Asia Pacific
102721,20240328,236,1069,3,1,0.0,362.0,166.47,195.53,North America
102722,20240820,58,1025,12,3,0.2,2083.36,1303.65,779.71,Asia Pacific
102723,20240321,13,1054,2,3,0.0,438.82,320.48,118.34,North America
102724,20230729,223,1083,8,1,0.0,193.33,131.71,61.62,Europe
102725,20241214,85,1011,7,4,0.05,835.11,539.39,295.72,Europe
102726,20231029,161,1038,4,2,0.2,677.09,619.3,57.79,North America
102727,20230103,134,1052,6,1,0.05,526.39,363.49,162.9,Europe
102728,20250916,150,1055,2,2,0.1,385.29,296.24,89.05,North America
102729,20240603,106,1077,1,3,0.15,1709.4,1324.95,384.45,North America
102730,20240507,159,1033,13,4,0.1,494.61,271.8,222.81,Asia Pacific
102731,20240911,227,1092,5,1,0.0,226.74,119.72,107.02,North America
102732,20231127,100,1041,8,1,0.0,184.17,135.7,48.47,Europe
102733,20231129,136,1061,2,1,0.05,173.59,130.61,42.98,North America
102734,20230219,43,1036,6,1,0.0,14.6,7.18,7.42,Europe
102735,20250512,218,1041,2,3,0.2,548.09,504.8,43.29,North America
102736,20230929,246,1087,8,5,0.2,1514.28,1299.2,215.08,Europe
102737,20240802,124,1057,3,4,0.0,2382.91,1143.25,1239.66,North America
102738,20240713,67,1007,5,1,0.0,126.06,86.04,40.02,North America
102739,20241126,232,1072,14,2,0.0,350.92,263.22,87.7,Asia Pacific
102740,20240321,234,1042,6,2,0.0,456.09,286.36,169.73,Europe
102741,20251013,140,1030,2,6,0.2,1457.05,1179.46,277.59,North America
102742,20231223,122,1076,11,8,0.2,693.18,497.84,195.34,Asia Pacific
102743,20231001,132,1087,8,4,0.0,1514.28,1039.36,474.92,Europe
102744,20251108,157,1024,14,4,0.0,1606.99,1095.91,511.08,Asia Pacific
102745,20231107,7,1004,9,1,0.0,469.67,242.44,227.23,Europe
102746,20250519,222,1067,8,2,0.2,1191.35,936.08,255.27,Europe
102747,20250604,163,1035,4,4,0.05,2160.45,1537.8,622.65,North America
102748,20230603,216,1059,12,2,0.0,1276.78,715.12,561.66,Asia Pacific
102749,20240911,210,1042,12,2,0.15,387.67,286.36,101.31,Asia Pacific
102750,20250601,163,1065,5,3,0.15,805.68,631.95,173.73,North America
102751,20250307,86,1024,12,7,0.15,2390.4,1917.85,472.55,Asia Pacific
102752,20230505,196,1018,13,1,0.0,173.93,125.32,48.61,Asia Pacific
102753,20240910,66,1014,10,4,0.1,1293.02,1070.72,222.3,Europe
102754,20230902,171,1062,8,1,0.1,144.06,95.03,49.03,Europe
102755,20250427,97,1046,15,3,0.0,2051.54,1136.5,915.04,Asia Pacific
102756,20240325,37,1045,1,1,0.2,90.9,58.51,32.39,North America
102757,20250718,225,1030,14,5,0.0,1517.76,982.89,534.87,Asia Pacific
102758,20240603,103,1096,8,5,0.0,3776.53,2019.75,1756.78,Europe
102759,20231228,22,1074,4,2,0.0,78.56,50.66,27.9,North America
102760,20230108,141,1086,1,1,0.0,311.72,207.28,104.44,North America
102761,20240422,3,1053,5,4,0.15,1259.91,748.61,511.3,North America
102762,20240509,149,1003,1,4,0.05,247.27,125.17,122.1,North America
102763,20250412,133,1068,7,1,0.2,402.47,260.3,142.17,Europe
102764,20251128,235,1056,3,4,0.0,3742.92,1846.26,1896.66,North America
102765,20240815,29,1049,11,6,0.0,141.19,101.07,40.12,Asia Pacific
102766,20230706,200,1033,1,5,0.2,490.68,303.35,187.33,North America
102767,20250123,48,1097,11,1,0.2,222.47,172.26,50.21,Asia Pacific
102768,20230403,246,1085,8,2,0.2,573.6,545.28,28.32,Europe
102769,20230327,157,1030,11,2,0.0,489.6,317.06,172.54,Asia Pacific
102770,20251203,118,1029,2,1,0.0,45.15,28.35,16.8,North America
102771,20230517,226,1033,13,2,0.0,245.34,121.34,124.0,Asia Pacific
102772,20240225,125,1089,10,5,0.05,2840.51,2100.06,740.45,Europe
102773,20230315,62,1027,9,2,0.0,1027.24,482.34,544.9,Europe
102774,20230620,113,1028,15,3,0.0,176.94,119.85,57.09,Asia Pacific
102775,20230619,50,1018,12,4,0.1,626.15,501.28,124.87,Asia Pacific
102776,20250521,119,1087,8,1,0.05,445.96,322.2,123.76,Europe
102777,20231118,198,1094,13,4,0.2,1040.32,856.84,183.48,Asia Pacific
102778,20240331,90,1029,12,5,0.15,173.31,128.02,45.29,Asia Pacific
102779,20250801,153,1063,14,3,0.05,2405.74,1220.61,1185.13,Asia Pacific
102780,20250228,46,1053,9,2,0.05,779.51,414.41,365.1,Europe
102781,20240904,89,1082,2,6,0.0,560.65,273.24,287.41,North America
102782,20250607,236,1000,4,3,0.05,1165.09,568.94,596.15,North America
102783,20231215,176,1065,12,1,0.15,216.58,169.88,46.7,Asia Pacific
102784,20230110,105,1049,8,3,0.05,59.88,45.12,14.76,Europe
102785,20250109,29,1065,11,2,0.0,631.9,421.3,210.6,Asia Pacific
102786,20241028,117,1033,8,2,0.0,274.78,135.9,138.88,Europe
102787,20240629,84,1023,2,2,0.0,507.45,287.01,220.44,North America
102788,20230509,83,1086,6,4,0.0,1246.88,829.12,417.76,Europe
102789,20240823,161,1002,1,3,0.0,322.46,223.88,98.58,North America
102790,20240827,113,1014,15,5,0.0,1795.86,1338.4,457.46,Asia Pacific
102791,20231123,87,1010,12,2,0.05,668.13,493.36,174.77,Asia Pacific
102792,20250906,15,1071,2,3,0.0,1176.9,749.25,427.65,North America
102793,20240208,81,1007,1,5,0.0,630.28,430.19,200.09,North America
102794,20240920,19,1003,4,3,0.1,175.69,93.88,81.81,North America
102795,20241218,221,1087,15,8,0.1,3052.79,2328.17,724.62,Asia Pacific
102796,20251106,66,1036,8,4,0.1,65.17,35.61,29.56,Europe
102797,20231001,127,1069,12,4,0.0,1292.84,594.52,698.32,Asia Pacific
102798,20241115,240,1085,5,4,0.15,1365.17,1221.43,143.74,North America
102799,20230426,105,1014,9,2,0.0,641.38,478.0,163.38,Europe
102800,20250510,112,1070,15,6,0.05,4155.98,2865.66,1290.32,Asia Pacific
102801,20241123,235,1079,4,2,0.05,411.41,221.47,189.94,North America
102802,20231120,113,1047,11,1,0.1,485.96,309.53,176.43,Asia Pacific
102803,20250818,192,1097,15,3,0.05,792.53,516.78,275.75,Asia Pacific
102804,20230424,100,1029,8,4,0.0,145.64,91.44,54.2,Europe
102805,20251217,178,1097,8,1,0.0,278.08,172.26,105.82,Europe
102806,20230603,244,1090,9,3,0.0,587.73,419.16,168.57,Europe
102807,20231111,26,1043,13,7,0.05,3653.38,2052.33,1601.05,Asia Pacific
102808,20251130,131,1039,2,4,0.0,1021.02,727.09,293.93,North America
102809,20230415,59,1052,8,2,0.05,1052.77,726.98,325.79,Europe
102810,20231220,80,1074,2,1,0.0,39.28,25.33,13.95,North America
102811,20251012,53,1076,4,2,0.15,228.32,154.33,73.99,North America
102812,20250102,114,1086,9,2,0.2,618.45,514.05,104.4,Europe
102813,20241209,103,1014,7,11,0.1,3555.81,2944.48,611.33,Europe
102814,20241012,165,1068,14,3,0.0,1363.22,705.33,657.89,Asia Pacific
102815,20250403,175,1046,1,3,0.15,1743.81,1136.5,607.31,North America
102816,20250804,54,1072,3,1,0.2,155.41,145.71,9.7,North America
102817,20241022,174,1010,9,4,0.1,1417.85,1105.13,312.72,Europe
102818,20230409,238,1012,9,1,0.2,297.22,185.15,112.07,Europe
102819,20240810,52,1034,9,1,0.0,84.43,38.58,45.85,Europe
102820,20231009,226,1028,12,2,0.05,112.06,79.9,32.16,Asia Pacific
102821,20240207,200,1034,5,1,0.2,67.54,38.58,28.96,North America
102822,20241130,144,1057,11,1,0.15,506.37,285.81,220.56,Asia Pacific
102823,20230718,218,1065,3,1,0.0,254.8,169.88,84.92,North America
102824,20231123,217,1007,3,5,0.05,534.61,384.1,150.51,North America
102825,20230603,26,1094,14,2,0.1,585.18,428.42,156.76,Asia Pacific
102826,20240705,179,1041,6,5,0.2,825.08,759.92,65.16,Europe
102827,20240209,197,1006,14,5,0.05,2648.03,1869.34,778.69,Asia Pacific
102828,20240406,61,1061,4,1,0.0,204.66,146.28,58.38,North America
102829,20230512,188,1071,2,4,0.1,1138.93,805.64,333.29,North America
102830,20250301,51,1007,11,1,0.1,125.61,95.26,30.35,Asia Pacific
102831,20250523,43,1069,9,3,0.0,1202.34,552.9,649.44,Europe
102832,20230325,41,1090,4,2,0.05,372.23,279.44,92.79,North America
102833,20250123,189,1051,13,2,0.0,563.06,320.34,242.72,Asia Pacific
102834,20240919,118,1071,5,1,0.0,354.33,225.58,128.75,North America
102835,20230809,63,1043,15,4,0.0,2197.52,1172.76,1024.76,Asia Pacific
102836,20240706,51,1063,13,2,0.0,1524.86,734.99,789.87,Asia Pacific
102837,20230422,70,1092,3,3,0.1,546.61,320.67,225.94,North America
102838,20240906,120,1010,4,1,0.0,393.85,276.28,117.57,North America
102839,20250712,176,1057,12,2,0.0,1319.11,632.87,686.24,Asia Pacific
102840,20240419,159,1053,14,5,0.2,1482.25,935.76,546.49,Asia Pacific
102841,20250415,101,1036,10,3,0.2,43.45,26.71,16.74,Europe
102842,20230928,241,1053,8,3,0.0,992.58,501.3,491.28,Europe
102843,20240225,185,1044,9,1,0.0,686.73,398.1,288.63,Europe
102844,20241207,2,1054,1,4,0.2,468.07,427.3,40.77,North America
102845,20230209,40,1020,7,2,0.05,176.49,106.42,70.07,Europe
102846,20230708,232,1003,13,2,0.1,104.58,55.88,48.7,Asia Pacific
102847,20250920,6,1029,6,4,0.0,180.59,113.39,67.2,Europe
102848,20240619,80,1014,1,3,0.2,862.01,803.04,58.97,North America
102849,20251024,30,1065,4,2,0.1,568.71,421.3,147.41,North America
102850,20231017,103,1059,9,2,0.0,1276.78,715.12,561.66,Europe
102851,20240308,141,1079,4,2,0.0,433.06,221.47,211.59,North America
102852,20240415,163,1038,2,2,0.0,947.92,693.62,254.3,North America
102853,20240919,182,1054,6,1,0.0,146.27,106.83,39.44,Europe
102854,20231006,9,1068,9,4,0.15,1379.45,839.68,539.77,Europe
102855,20250526,47,1087,13,5,0.0,2347.13,1611.01,736.12,Asia Pacific
102856,20240803,57,1045,13,4,0.0,454.5,234.04,220.46,Asia Pacific
102857,20250512,106,1088,5,2,0.1,1022.32,689.24,333.08,North America
102858,20230911,58,1025,11,2,0.2,1240.1,775.98,464.12,Asia Pacific
102859,20230630,135,1027,11,2,0.2,821.79,482.34,339.45,Asia Pacific
102860,20241111,43,1054,10,4,0.15,497.32,427.3,70.02,Europe
102861,20250404,124,1022,1,2,0.0,504.23,265.91,238.32,North America
102862,20241130,156,1095,5,4,0.2,315.57,187.17,128.4,North America
102863,20240719,206,1095,3,1,0.0,98.62,46.79,51.83,North America
102864,20241110,215,1049,14,4,0.1,84.71,67.38,17.33,Asia Pacific
102865,20240126,169,1063,15,1,0.2,609.94,367.49,242.45,Asia Pacific
102866,20230731,61,1020,5,3,0.2,222.94,159.63,63.31,North America
102867,20240119,146,1086,10,1,0.05,331.67,232.15,99.52,Europe
102868,20231208,148,1047,4,5,0.0,2699.75,1547.65,1152.1,North America
102869,20250423,127,1072,13,1,0.2,155.41,145.71,9.7,Asia Pacific
102870,20251127,30,1031,5,9,0.2,4810.14,3709.03,1101.11,North America
102871,20240224,36,1066,1,2,0.0,188.07,117.26,70.81,North America
102872,20250120,195,1028,15,2,0.0,146.27,99.08,47.19,Asia Pacific
102873,20231102,17,1064,14,5,0.0,68.2,38.75,29.45,Asia Pacific
102874,20241202,17,1041,12,5,0.1,928.22,759.92,168.3,Asia Pacific
102875,20250518,123,1057,13,2,0.0,1319.11,632.87,686.24,Asia Pacific
102876,20240620,54,1008,4,5,0.2,993.89,701.01,292.88,North America
102877,20230725,187,1076,15,3,0.15,276.19,186.69,89.5,Asia Pacific
102878,20240510,219,1072,11,3,0.15,447.42,394.83,52.59,Asia Pacific
102879,20251206,113,1013,13,2,0.0,366.67,208.0,158.67,Asia Pacific
102880,20240518,207,1045,14,4,0.1,409.05,234.04,175.01,Asia Pacific
102881,20251111,8,1087,6,8,0.0,3755.41,2577.61,1177.8,Europe
102882,20230801,17,1070,14,7,0.15,3498.6,2696.19,802.41,Asia Pacific
102883,20231106,247,1064,4,4,0.15,46.38,31.0,15.38,North America
102884,20241022,27,1009,8,2,0.0,614.52,393.39,221.13,Europe
102885,20250122,85,1018,10,3,0.1,582.32,466.19,116.13,Europe
102886,20230929,107,1024,12,2,0.1,583.18,441.9,141.28,Asia Pacific
102887,20250726,202,1027,15,4,0.0,2547.56,1196.2,1351.36,Asia Pacific
102888,20230201,238,1015,10,2,0.1,640.93,489.96,150.97,Europe
102889,20240318,209,1070,3,2,0.0,1317.12,862.78,454.34,North America
102890,20230611,92,1037,3,1,0.2,444.76,284.21,160.55,North America
102891,20250205,143,1086,7,3,0.2,927.68,771.08,156.6,Europe
102892,20230911,75,1052,4,4,0.05,2105.54,1453.96,651.58,North America
102893,20240604,74,1041,6,3,0.1,556.93,455.95,100.98,Europe
102894,20250903,146,1053,9,2,0.0,820.53,414.41,406.12,Europe
102895,20230110,46,1086,8,1,0.0,311.72,207.28,104.44,Europe
102896,20241226,116,1050,9,4,0.05,138.75,78.0,60.75,Europe
102897,20240519,146,1034,6,1,0.0,84.43,38.58,45.85,Europe
102898,20250223,178,1092,9,1,0.0,251.04,132.54,118.5,Europe
102899,20240311,93,1098,2,4,0.0,2754.44,1307.04,1447.4,North America
102900,20230602,59,1077,10,2,0.0,1197.06,788.66,408.4,Europe
102901,20250705,72,1010,12,3,0.1,1177.32,917.65,259.67,Asia Pacific
102902,20250518,171,1027,7,1,0.0,636.89,299.05,337.84,Europe
102903,20250122,39,1076,14,3,0.0,402.91,231.5,171.41,Asia Pacific
102904,20240716,119,1018,7,2,0.1,350.64,280.72,69.92,Europe
102905,20240503,24,1093,12,8,0.05,5021.57,2937.09,2084.48,Asia Pacific
102906,20250613,20,1021,3,3,0.0,146.42,69.12,77.3,North America
102907,20230414,59,1045,8,3,0.0,304.35,156.72,147.63,Europe
102908,20251021,88,1024,12,3,0.1,1084.72,821.93,262.79,Asia Pacific
102909,20251003,245,1090,11,2,0.0,485.86,346.51,139.35,Asia Pacific
102910,20240211,147,1076,15,5,0.2,485.23,348.49,136.74,Asia Pacific
102911,20230616,233,1041,14,6,0.0,1105.02,814.2,290.82,Asia Pacific
102912,20240523,124,1004,2,1,0.0,526.03,271.53,254.5,North America
102913,20231109,8,1029,10,2,0.15,61.9,45.72,16.18,Europe
102914,20250201,52,1008,7,1,0.0,275.09,155.22,119.87,Europe
102915,20241111,132,1053,10,4,0.2,1185.8,748.61,437.19,Europe
102916,20240421,32,1092,13,3,0.2,544.19,359.15,185.04,Asia Pacific
102917,20230314,44,1066,2,5,0.2,335.84,261.75,74.09,North America
102918,20240804,152,1077,10,1,0.0,670.35,441.65,228.7,Europe
102919,20230919,175,1047,5,6,0.0,3239.7,1857.18,1382.52,North America
102920,20230902,47,1011,14,4,0.0,784.88,481.6,303.28,Asia Pacific
102921,20240714,142,1041,2,5,0.0,1031.35,759.92,271.43,North America
102922,20230624,174,1056,10,2,0.1,1358.32,744.46,613.86,Europe
102923,20230419,83,1086,6,4,0.15,1059.85,829.12,230.73,Europe
102924,20230702,54,1040,1,6,0.0,3862.56,2075.58,1786.98,North America
102925,20230711,248,1011,7,4,0.2,627.9,481.6,146.3,Europe
102926,20230306,73,1025,8,6,0.0,4650.36,2327.94,2322.42,Europe
102927,20250820,97,1077,15,4,0.2,2374.97,1955.88,419.09,Asia Pacific
102928,20250513,73,1020,10,3,0.1,311.0,197.94,113.06,Europe
102929,20240104,60,1007,9,1,0.2,100.84,86.04,14.8,Europe
102930,20250430,48,1061,12,4,0.0,906.34,647.83,258.51,Asia Pacific
102931,20230212,169,1004,13,1,0.0,469.67,242.44,227.23,Asia Pacific
102932,20240502,217,1032,4,4,0.0,929.15,519.55,409.6,North America
102933,20230319,222,1051,10,5,0.15,964.92,645.85,319.07,Europe
102934,20250405,25,1077,9,4,0.15,2523.4,1955.88,567.52,Europe
102935,20241104,84,1018,3,2,0.05,370.12,280.72,89.4,North America
102936,20241201,53,1050,5,1,0.1,32.86,19.5,13.36,North America
102937,20250128,114,1005,10,1,0.0,35.38,16.28,19.1,Europe
102938,20241228,180,1001,9,8,0.0,4846.11,2635.49,2210.62,Europe
102939,20250713,228,1035,1,6,0.0,3411.24,2306.7,1104.54,North America
102940,20250620,25,1090,10,1,0.0,242.93,173.25,69.68,Europe
102941,20250607,148,1036,1,4,0.0,72.42,35.61,36.81,North America
102942,20250919,234,1023,9,7,0.0,1966.37,1112.17,854.2,Europe
102943,20231205,2,1072,5,4,0.15,532.64,470.04,62.6,North America
102944,20230712,7,1019,9,4,0.05,1774.22,1101.08,673.14,Europe
102945,20231010,98,1070,7,6,0.2,2822.4,2311.02,511.38,Europe
102946,20240125,12,1067,9,3,0.15,1714.97,1268.23,446.74,Europe
102947,20250926,34,1051,11,3,0.05,802.36,480.51,321.85,Asia Pacific
102948,20240608,74,1047,10,6,0.15,3084.19,2080.04,1004.15,Europe
102949,20241020,109,1011,14,3,0.0,659.3,404.54,254.76,Asia Pacific
102950,20241216,139,1065,11,9,0.0,2568.38,1712.39,855.99,Asia Pacific
102951,20250609,51,1028,11,4,0.15,248.66,198.15,50.51,Asia Pacific
102952,20240327,189,1020,14,1,0.1,93.63,59.6,34.03,Asia Pacific
